,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
2597,"{'id': 2880, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2880.json'}",ܩܪܘܣܛܠܘܣ,"{'Arabic': ['بلور'], 'French': ['cristal'], 'English': ['crystal', 'rock crystal.']}",{'Greek': ['κρύσταλλος']},"{'id': 1704, 'uri': 'https://sedra.bethmardutho.org/api/root/1704.json'}","[{'id': 18801, 'uri': 'https://sedra.bethmardutho.org/api/word/18801.json'}, {'id': 18802, 'uri': 'https://sedra.bethmardutho.org/api/word/18802.json'}]",noun,,Greek,κρύσταλλος
2603,"{'id': 2886, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2886.json'}",ܩܪܟܕܢܐ,"{'Arabic': ['حجر يمان'], 'French': ['calcédoine'], 'English': ['chalcedony', 'chalcedony, carnelian.']}",{'Greek': ['χαλκηδών']},"{'id': 1710, 'uri': 'https://sedra.bethmardutho.org/api/root/1710.json'}","[{'id': 18831, 'uri': 'https://sedra.bethmardutho.org/api/word/18831.json'}, {'id': 18832, 'uri': 'https://sedra.bethmardutho.org/api/word/18832.json'}]",noun,,Greek,χαλκηδών
2609,"{'id': 2892, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2892.json'}",ܩܪܩܘܪܐ,"{'Arabic': ['قرقور', 'زورق'], 'French': ['vaisseau léger', 'chaloupe'], 'English': ['boat', 'small boat.']}",{'Greek': ['κέρκουρος']},"{'id': 1715, 'uri': 'https://sedra.bethmardutho.org/api/root/1715.json'}","[{'id': 18851, 'uri': 'https://sedra.bethmardutho.org/api/word/18851.json'}, {'id': 18852, 'uri': 'https://sedra.bethmardutho.org/api/word/18852.json'}, {'id': 18853, 'uri': 'https://sedra.bethmardutho.org/api/word/18853.json'}]",noun,,Greek,κέρκουρος
2615,"{'id': 2900, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2900.json'}",ܩܫܐ,{'English': ['harden']},{'Greek': ['εὔδιος']},"{'id': 1719, 'uri': 'https://sedra.bethmardutho.org/api/root/1719.json'}","[{'id': 18889, 'uri': 'https://sedra.bethmardutho.org/api/word/18889.json'}, {'id': 18890, 'uri': 'https://sedra.bethmardutho.org/api/word/18890.json'}, {'id': 18891, 'uri': 'https://sedra.bethmardutho.org/api/word/18891.json'}, {'id': 18892, 'uri': 'https://sedra.bethmardutho.org/api/word/18892.json'}, {'id': 18888, 'uri': 'https://sedra.bethmardutho.org/api/word/18888.json'}, {'id': 28386, 'uri': 'https://sedra.bethmardutho.org/api/word/28386.json'}, {'id': 28387, 'uri': 'https://sedra.bethmardutho.org/api/word/28387.json'}, {'id': 28388, 'uri': 'https://sedra.bethmardutho.org/api/word/28388.json'}, {'id': 28389, 'uri': 'https://sedra.bethmardutho.org/api/word/28389.json'}]",verb,,Greek,εὔδιος
2665,"{'id': 2954, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2954.json'}",ܪܗܒܘܢܐ,"{'Arabic': ['رهن, عربون', 'خطبة'], 'French': ['gage, arrhes', 'fiançailles'], 'English': ['security', 'earnest', 'pledge', 'pledge, deposit.']}",{'Greek': ['ἀρραβών']},"{'id': 1734, 'uri': 'https://sedra.bethmardutho.org/api/root/1734.json'}","[{'id': 19272, 'uri': 'https://sedra.bethmardutho.org/api/word/19272.json'}]",noun,,Greek,ἀρραβών
2668,"{'id': 2960, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2960.json'}",ܪܗܛܐ,"{'Arabic': ['ركض', 'سير', 'جهد, كد'], 'French': ['course', 'cours', 'effort, application'], 'English': ['course', 'course', 'effort.', 'running']}",{'Greek': ['συνδρομή']},"{'id': 1736, 'uri': 'https://sedra.bethmardutho.org/api/root/1736.json'}","[{'id': 19313, 'uri': 'https://sedra.bethmardutho.org/api/word/19313.json'}, {'id': 19312, 'uri': 'https://sedra.bethmardutho.org/api/word/19312.json'}, {'id': 19311, 'uri': 'https://sedra.bethmardutho.org/api/word/19311.json'}, {'id': 19314, 'uri': 'https://sedra.bethmardutho.org/api/word/19314.json'}, {'id': 27809, 'uri': 'https://sedra.bethmardutho.org/api/word/27809.json'}]",noun,pʿal,Greek,συνδρομή
2669,"{'id': 2961, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2961.json'}",ܪܗܛܪܐ,"{'English': ['orator', 'rhetorician', 'barrister']}",{'Greek': ['ῥήτωρ']},"{'id': 1737, 'uri': 'https://sedra.bethmardutho.org/api/root/1737.json'}","[{'id': 19315, 'uri': 'https://sedra.bethmardutho.org/api/word/19315.json'}]",noun,,Greek,ῥήτωρ
2684,"{'id': 2979, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2979.json'}",ܡܪܘܡܐ,"{'Arabic': ['علو'], 'French': ['hauteur'], 'English': ['height', 'height.']}",{'Hebrew': ['מָרוֹמ']},"{'id': 1745, 'uri': 'https://sedra.bethmardutho.org/api/root/1745.json'}","[{'id': 19407, 'uri': 'https://sedra.bethmardutho.org/api/word/19407.json'}, {'id': 19408, 'uri': 'https://sedra.bethmardutho.org/api/word/19408.json'}, {'id': 19409, 'uri': 'https://sedra.bethmardutho.org/api/word/19409.json'}, {'id': 19410, 'uri': 'https://sedra.bethmardutho.org/api/word/19410.json'}]",noun,pʿal,Hebrew,מָרוֹמ
2692,"{'id': 2987, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2987.json'}",ܪܘܥܬܐ,"{'Arabic': ['رغوة'], 'French': ['écume'], 'English': ['scum', 'foam', 'froth, foam', 'nonsense.']}",{'Greek': ['ἀφρός']},"{'id': 1747, 'uri': 'https://sedra.bethmardutho.org/api/root/1747.json'}","[{'id': 19474, 'uri': 'https://sedra.bethmardutho.org/api/word/19474.json'}, {'id': 19475, 'uri': 'https://sedra.bethmardutho.org/api/word/19475.json'}]",noun,pʿal,Greek,ἀφρός
2696,"{'id': 2992, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2992.json'}",ܪܚܝܐ,"{'English': ['nether', 'millstone', 'mill', 'millstone.']}","{'Greek': ['λίθος', 'μυλικός']}","{'id': 1751, 'uri': 'https://sedra.bethmardutho.org/api/root/1751.json'}","[{'id': 42221, 'uri': 'https://sedra.bethmardutho.org/api/word/42221.json'}, {'id': 19485, 'uri': 'https://sedra.bethmardutho.org/api/word/19485.json'}, {'id': 19486, 'uri': 'https://sedra.bethmardutho.org/api/word/19486.json'}]",noun,,Greek,"λίθος, μυλικός"
2701,"{'id': 2997, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/2997.json'}",ܪܚܡ,"{'Arabic': ['أحب', 'اشتهى'], 'French': ['aimer', 'désirer'], 'English': ['love', 'mercy', 'mercy', 'compassion', 'to obtain a favor.', 'IIa, IIp to have mercy (on)', 'IIIa to show love', 'Ia to love, to delight in']}",{'Greek': ['φιλόστοργος']},"{'id': 1753, 'uri': 'https://sedra.bethmardutho.org/api/root/1753.json'}","[{'id': 19507, 'uri': 'https://sedra.bethmardutho.org/api/word/19507.json'}, {'id': 19534, 'uri': 'https://sedra.bethmardutho.org/api/word/19534.json'}, {'id': 19543, 'uri': 'https://sedra.bethmardutho.org/api/word/19543.json'}, {'id': 19536, 'uri': 'https://sedra.bethmardutho.org/api/word/19536.json'}, {'id': 19524, 'uri': 'https://sedra.bethmardutho.org/api/word/19524.json'}, {'id': 19515, 'uri': 'https://sedra.bethmardutho.org/api/word/19515.json'}, {'id': 19511, 'uri': 'https://sedra.bethmardutho.org/api/word/19511.json'}, {'id': 19542, 'uri': 'https://sedra.bethmardutho.org/api/word/19542.json'}, {'id': 19498, 'uri': 'https://sedra.bethmardutho.org/api/word/19498.json'}, {'id': 19499, 'uri': 'https://sedra.bethmardutho.org/api/word/19499.json'}, {'id': 19512, 'uri': 'https://sedra.bethmardutho.org/api/word/19512.json'}, {'id': 19513, 'uri': 'https://sedra.bethmardutho.org/api/word/19513.json'}, {'id': 19514, 'uri': 'https://sedra.bethmardutho.org/api/word/19514.json'}, {'id': 19516, 'uri': 'https://sedra.bethmardutho.org/api/word/19516.json'}, {'id': 19517, 'uri': 'https://sedra.bethmardutho.org/api/word/19517.json'}, {'id': 19518, 'uri': 'https://sedra.bethmardutho.org/api/word/19518.json'}, {'id': 19519, 'uri': 'https://sedra.bethmardutho.org/api/word/19519.json'}, {'id': 19520, 'uri': 'https://sedra.bethmardutho.org/api/word/19520.json'}, {'id': 19521, 'uri': 'https://sedra.bethmardutho.org/api/word/19521.json'}, {'id': 19522, 'uri': 'https://sedra.bethmardutho.org/api/word/19522.json'}, {'id': 19523, 'uri': 'https://sedra.bethmardutho.org/api/word/19523.json'}, {'id': 19525, 'uri': 'https://sedra.bethmardutho.org/api/word/19525.json'}, {'id': 19526, 'uri': 'https://sedra.bethmardutho.org/api/word/19526.json'}, {'id': 19527, 'uri': 'https://sedra.bethmardutho.org/api/word/19527.json'}, {'id': 19528, 'uri': 'https://sedra.bethmardutho.org/api/word/19528.json'}, {'id': 28559, 'uri': 'https://sedra.bethmardutho.org/api/word/28559.json'}, {'id': 28560, 'uri': 'https://sedra.bethmardutho.org/api/word/28560.json'}, {'id': 28561, 'uri': 'https://sedra.bethmardutho.org/api/word/28561.json'}, {'id': 28562, 'uri': 'https://sedra.bethmardutho.org/api/word/28562.json'}, {'id': 28563, 'uri': 'https://sedra.bethmardutho.org/api/word/28563.json'}, {'id': 28564, 'uri': 'https://sedra.bethmardutho.org/api/word/28564.json'}, {'id': 28565, 'uri': 'https://sedra.bethmardutho.org/api/word/28565.json'}, {'id': 28566, 'uri': 'https://sedra.bethmardutho.org/api/word/28566.json'}, {'id': 28567, 'uri': 'https://sedra.bethmardutho.org/api/word/28567.json'}, {'id': 28568, 'uri': 'https://sedra.bethmardutho.org/api/word/28568.json'}, {'id': 28569, 'uri': 'https://sedra.bethmardutho.org/api/word/28569.json'}, {'id': 28570, 'uri': 'https://sedra.bethmardutho.org/api/word/28570.json'}, {'id': 28571, 'uri': 'https://sedra.bethmardutho.org/api/word/28571.json'}, {'id': 28572, 'uri': 'https://sedra.bethmardutho.org/api/word/28572.json'}, {'id': 28573, 'uri': 'https://sedra.bethmardutho.org/api/word/28573.json'}, {'id': 28578, 'uri': 'https://sedra.bethmardutho.org/api/word/28578.json'}, {'id': 19501, 'uri': 'https://sedra.bethmardutho.org/api/word/19501.json'}, {'id': 19503, 'uri': 'https://sedra.bethmardutho.org/api/word/19503.json'}, {'id': 19504, 'uri': 'https://sedra.bethmardutho.org/api/word/19504.json'}, {'id': 19506, 'uri': 'https://sedra.bethmardutho.org/api/word/19506.json'}, {'id': 19508, 'uri': 'https://sedra.bethmardutho.org/api/word/19508.json'}, {'id': 19509, 'uri': 'https://sedra.bethmardutho.org/api/word/19509.json'}, {'id': 19510, 'uri': 'https://sedra.bethmardutho.org/api/word/19510.json'}, {'id': 19529, 'uri': 'https://sedra.bethmardutho.org/api/word/19529.json'}, {'id': 19530, 'uri': 'https://sedra.bethmardutho.org/api/word/19530.json'}, {'id': 19531, 'uri': 'https://sedra.bethmardutho.org/api/word/19531.json'}, {'id': 19532, 'uri': 'https://sedra.bethmardutho.org/api/word/19532.json'}, {'id': 19533, 'uri': 'https://sedra.bethmardutho.org/api/word/19533.json'}, {'id': 19535, 'uri': 'https://sedra.bethmardutho.org/api/word/19535.json'}, {'id': 19537, 'uri': 'https://sedra.bethmardutho.org/api/word/19537.json'}, {'id': 19538, 'uri': 'https://sedra.bethmardutho.org/api/word/19538.json'}, {'id': 19539, 'uri': 'https://sedra.bethmardutho.org/api/word/19539.json'}, {'id': 19540, 'uri': 'https://sedra.bethmardutho.org/api/word/19540.json'}, {'id': 19541, 'uri': 'https://sedra.bethmardutho.org/api/word/19541.json'}, {'id': 19544, 'uri': 'https://sedra.bethmardutho.org/api/word/19544.json'}, {'id': 19545, 'uri': 'https://sedra.bethmardutho.org/api/word/19545.json'}, {'id': 19546, 'uri': 'https://sedra.bethmardutho.org/api/word/19546.json'}, {'id': 19547, 'uri': 'https://sedra.bethmardutho.org/api/word/19547.json'}, {'id': 19548, 'uri': 'https://sedra.bethmardutho.org/api/word/19548.json'}, {'id': 19549, 'uri': 'https://sedra.bethmardutho.org/api/word/19549.json'}, {'id': 19550, 'uri': 'https://sedra.bethmardutho.org/api/word/19550.json'}, {'id': 28579, 'uri': 'https://sedra.bethmardutho.org/api/word/28579.json'}, {'id': 27802, 'uri': 'https://sedra.bethmardutho.org/api/word/27802.json'}, {'id': 28574, 'uri': 'https://sedra.bethmardutho.org/api/word/28574.json'}, {'id': 28575, 'uri': 'https://sedra.bethmardutho.org/api/word/28575.json'}, {'id': 28576, 'uri': 'https://sedra.bethmardutho.org/api/word/28576.json'}, {'id': 28577, 'uri': 'https://sedra.bethmardutho.org/api/word/28577.json'}, {'id': 28580, 'uri': 'https://sedra.bethmardutho.org/api/word/28580.json'}, {'id': 28581, 'uri': 'https://sedra.bethmardutho.org/api/word/28581.json'}, {'id': 28582, 'uri': 'https://sedra.bethmardutho.org/api/word/28582.json'}, {'id': 28583, 'uri': 'https://sedra.bethmardutho.org/api/word/28583.json'}, {'id': 28584, 'uri': 'https://sedra.bethmardutho.org/api/word/28584.json'}]",verb,,Greek,φιλόστοργος
2704,"{'id': 3001, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3001.json'}",ܪܚܡܬܐ,"{'English': ['love', 'love', 'friendship', 'kindness', 'desire', '(many phrases with <span class=""selectableFont"">ܪܶܚܡܰܬ</span> ).']}","{'Greek': ['φιλοδωρία', 'φιλονεικία', 'φιλοπονία']}","{'id': 1753, 'uri': 'https://sedra.bethmardutho.org/api/root/1753.json'}","[{'id': 19580, 'uri': 'https://sedra.bethmardutho.org/api/word/19580.json'}, {'id': 19581, 'uri': 'https://sedra.bethmardutho.org/api/word/19581.json'}, {'id': 19583, 'uri': 'https://sedra.bethmardutho.org/api/word/19583.json'}, {'id': 19582, 'uri': 'https://sedra.bethmardutho.org/api/word/19582.json'}, {'id': 19584, 'uri': 'https://sedra.bethmardutho.org/api/word/19584.json'}, {'id': 27788, 'uri': 'https://sedra.bethmardutho.org/api/word/27788.json'}, {'id': 27789, 'uri': 'https://sedra.bethmardutho.org/api/word/27789.json'}]",noun,pʿal,Greek,"φιλοδωρία, φιλονεικία, φιλοπονία"
2729,"{'id': 3029, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3029.json'}",ܪܟܫܐ,"{'Arabic': ['فرس', 'حجرة', 'الخيل'], 'French': ['cheval', 'jument', 'les chevaux'], 'English': ['horse', 'horse', 'horses.']}",{'Greek': ['ἱππόκαμπος']},"{'id': 1764, 'uri': 'https://sedra.bethmardutho.org/api/root/1764.json'}","[{'id': 19733, 'uri': 'https://sedra.bethmardutho.org/api/word/19733.json'}, {'id': 19734, 'uri': 'https://sedra.bethmardutho.org/api/word/19734.json'}, {'id': 19732, 'uri': 'https://sedra.bethmardutho.org/api/word/19732.json'}, {'id': 19568, 'uri': 'https://sedra.bethmardutho.org/api/word/19568.json'}, {'id': 19735, 'uri': 'https://sedra.bethmardutho.org/api/word/19735.json'}]",noun,pʿal,Greek,ἱππόκαμπος
2821,"{'id': 3128, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3128.json'}",ܫܗܪܐ,"{'Arabic': ['سهر'], 'French': ['veillée'], 'English': ['insomnia.', 'watching', 'wakefulness', 'vigilance', 'vigil, watch']}",{'Greek': ['ἀγρυπνία']},"{'id': 1821, 'uri': 'https://sedra.bethmardutho.org/api/root/1821.json'}","[{'id': 20507, 'uri': 'https://sedra.bethmardutho.org/api/word/20507.json'}, {'id': 20508, 'uri': 'https://sedra.bethmardutho.org/api/word/20508.json'}, {'id': 20509, 'uri': 'https://sedra.bethmardutho.org/api/word/20509.json'}]",noun,pʿal,Greek,ἀγρυπνία
2834,"{'id': 3144, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3144.json'}",ܫܘܚ,"{'English': ['spring up', 'IIIa.', 'Ia to sprout, flourish']}","{'Greek': ['αὐτόφυτος', 'αὐτοφυής']}","{'id': 1827, 'uri': 'https://sedra.bethmardutho.org/api/root/1827.json'}","[{'id': 20682, 'uri': 'https://sedra.bethmardutho.org/api/word/20682.json'}]",verb,,Greek,"αὐτόφυτος, αὐτοφυής"
2873,"{'id': 3187, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3187.json'}",ܫܝܢܐ,"{'English': ['peace', 'tranquility', 'domesticated (animal).', 'peace, tranquility', 'truce', 'cultivated land', 'cultivated land (opp. to desert)', 'lucky', 'wealth', 'peace', 'tame', 'domestic', 'love of peace'], 'Syriac': ['ܕܫܲܝܢܵܐ <strong>d-šynʾ</strong> <em>d</em>-<em>šaynā</em>'], 'Greek': ['ἥμερος', 'εὐμένεια']}",{'Greek': ['εὐμένεια']},"{'id': 1856, 'uri': 'https://sedra.bethmardutho.org/api/root/1856.json'}","[{'id': 20880, 'uri': 'https://sedra.bethmardutho.org/api/word/20880.json'}, {'id': 20875, 'uri': 'https://sedra.bethmardutho.org/api/word/20875.json'}, {'id': 20876, 'uri': 'https://sedra.bethmardutho.org/api/word/20876.json'}, {'id': 20877, 'uri': 'https://sedra.bethmardutho.org/api/word/20877.json'}, {'id': 20878, 'uri': 'https://sedra.bethmardutho.org/api/word/20878.json'}, {'id': 20879, 'uri': 'https://sedra.bethmardutho.org/api/word/20879.json'}]",noun,pʿal,Greek,εὐμένεια
2882,"{'id': 3198, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3198.json'}",ܫܟܪ,"{'Arabic': ['سكر'], 'French': ['s&#39;enivrer'], 'English': ['hideous', 'Ia to get drunk', 'to blaspheme.', 'to insult', 'Ip, IIp to be disfigured', 'IIa to mar, to disfigure', 'to dishonor']}",{'Greek': ['δυσώνυμος']},"{'id': 1864, 'uri': 'https://sedra.bethmardutho.org/api/root/1864.json'}","[{'id': 21001, 'uri': 'https://sedra.bethmardutho.org/api/word/21001.json'}, {'id': 21004, 'uri': 'https://sedra.bethmardutho.org/api/word/21004.json'}]",denominative,,Greek,δυσώνυμος
3016,"{'id': 3344, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3344.json'}",ܬܐܛܪܘܢ,"{'English': ['theatre', 'theatre, spectacle.']}",{'Greek': ['θέατρον']},"{'id': 1940, 'uri': 'https://sedra.bethmardutho.org/api/root/1940.json'}","[{'id': 22267, 'uri': 'https://sedra.bethmardutho.org/api/word/22267.json'}, {'id': 22268, 'uri': 'https://sedra.bethmardutho.org/api/word/22268.json'}, {'id': 22269, 'uri': 'https://sedra.bethmardutho.org/api/word/22269.json'}]",noun,,Greek,θέατρον
3180,"{'id': 3542, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3542.json'}",ܪܥܠܐ,{'English': ['trembling']},{'Greek': ['τρόμος']},"{'id': 1778, 'uri': 'https://sedra.bethmardutho.org/api/root/1778.json'}","[{'id': 19936, 'uri': 'https://sedra.bethmardutho.org/api/word/19936.json'}, {'id': 23646, 'uri': 'https://sedra.bethmardutho.org/api/word/23646.json'}]",adjective,,Greek,τρόμος
3197,"{'id': 3597, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3597.json'}",ܬܪܝܩܐ,"{'English': ['an antidote, medicine']}",{'Greek': ['θηριακη']},,"[{'id': 45860, 'uri': 'https://sedra.bethmardutho.org/api/word/45860.json'}]",,,Greek,θηριακη
3211,"{'id': 3630, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3630.json'}",ܬܐܣܘܪܐ,[],"{'Greek': ['θησαυρός'], 'Latin': ['thesaurus']}",,,,,Greek,"θησαυρός], Latin"
3315,"{'id': 3842, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3842.json'}",ܫܪܩܪܩܐ,"{'English': ['a green magpie or bee-eater'], 'Arabic': ['وروار'], 'French': ['guêpier']}",{'Arabic': [None]},,"[{'id': 45558, 'uri': 'https://sedra.bethmardutho.org/api/word/45558.json'}]",,,Arabic,None]}
3322,"{'id': 3864, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/3864.json'}",ܪܐܐ,[],{'Greek': ['Rha']},,,,,Greek,Rha
3415,"{'id': 4061, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4061.json'}",ܩܘܢܝܐ,[],{'Greek': ['κονία']},,,,,Greek,κονία
3417,"{'id': 4064, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4064.json'}",ܩܘܢܟܐܣ,[],{'Greek': ['κόγχη']},,,,,Greek,κόγχη
3433,"{'id': 4092, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4092.json'}",ܩܘܩܘܣ,[],{'Greek': ['κόκκυξ']},,,,,Greek,κόκκυξ
3466,"{'id': 4153, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4153.json'}",ܩܛܪܝܢ,[],{'Greek': ['κίτριον']},,,,,Greek,κίτριον
3483,"{'id': 4182, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4182.json'}",ܩܝܣܘܪܐ,{'English': ['arsenic']},{'Greek': ['κίσηρις']},,"[{'id': 45237, 'uri': 'https://sedra.bethmardutho.org/api/word/45237.json'}]",,,Greek,κίσηρις
3525,"{'id': 4262, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4262.json'}",ܩܡܦܛܘܣ,"{'English': ['a turning-point, turning-post, goal.']}","{'Greek': ['καμπτός', 'καμπτήρ']}",,"[{'id': 46174, 'uri': 'https://sedra.bethmardutho.org/api/word/46174.json'}]",,,Greek,"καμπτός, καμπτήρ"
3533,"{'id': 4277, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4277.json'}",ܩܢܛܪܘܦܘܣ,[],{'Greek': ['λυκάνθρωπος']},,,,,Greek,λυκάνθρωπος
3561,"{'id': 4328, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4328.json'}",ܩܦܣܩܝܢ,[],{'Greek': ['καψάκης']},,,,,Greek,καψάκης
3570,"{'id': 4346, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4346.json'}",ܩܪܒܘܢܝܐ,[],{'Greek': ['κάρβων']},,,,,Greek,κάρβων
3659,"{'id': 4549, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4549.json'}",ܩܐܘܣܘܣ,{'English': ['a bilious remittent fever']},{'Greek': ['καῦσος']},,"[{'id': 44682, 'uri': 'https://sedra.bethmardutho.org/api/word/44682.json'}]",,,Greek,καῦσος
3661,"{'id': 4551, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4551.json'}",ܩܐܛܐ,[],{'Greek': ['κίττα']},,,,,Greek,κίττα
3667,"{'id': 4557, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4557.json'}",ܩܐܡܠܝܘܢ,[],{'Greek': ['κειμήλιον']},,,,,Greek,κειμήλιον
3689,"{'id': 4592, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4592.json'}",ܦܕܛܘܪܐ,[],{'Greek': ['pedatura']},,,,,Greek,pedatura
3748,"{'id': 4707, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4707.json'}",ܦܝܠܐ,[],{'Greek': ['Pella']},,,,,Greek,Pella
3759,"{'id': 4726, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4726.json'}",ܦܝܩܪܐ,[],{'Greek': ['πίκρα']},,,,,Greek,πίκρα
3767,"{'id': 4749, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4749.json'}",ܦܠܐܩܣ,[],{'Greek': ['πλακόω']},,,,,Greek,πλακόω
3783,"{'id': 4776, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4776.json'}",ܦܠܣܘܪܐ,"{'English': ['a press, a mangle']}",{'Greek': ['pressura']},,"[{'id': 44474, 'uri': 'https://sedra.bethmardutho.org/api/word/44474.json'}]",,,Greek,pressura
3805,"{'id': 4809, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4809.json'}",ܦܣܛܝܠܐ,{'English': ['colonnade']},{'Greek': ['περίστυλος']},,"[{'id': 44507, 'uri': 'https://sedra.bethmardutho.org/api/word/44507.json'}]",,,Greek,περίστυλος
3832,"{'id': 4865, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4865.json'}",ܦܪܗܢܝܛܝܣ,[],{'Greek': ['φρενῖτις']},,,,,Greek,φρενῖτις
3833,"{'id': 4866, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4866.json'}",ܦܪܘܒܐܛܝܩܝ,[],{'Greek': ['προβατικός']},,,,,Greek,προβατικός
3835,"{'id': 4869, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/4869.json'}",ܦܪܘܕܝܛܝ,[],{'Greek': ['Ἀφροδίτη']},,,,,Greek,Ἀφροδίτη
